Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
B18,22,-67.55,-44.75,27456.092,-42.95,-45.95,50,153.9258754385701,177.47380498904326
B18,23,-54.15,-35.55,486436.72,-21.25,-46.15,50,325.50158476098136,1473.03258140906
B18,23,143.25,-30.25,54384.574,-27.55,-33.25,75,161.59653365132246,337.2002294791824
B18,23,150.35,-41.85,51635.902,-38.35,-44.65,50,137.86543071754573,372.6949904769913
B18,23,112.95,-21.65,76582.68,-17.95,-25.15,50,179.79215655928385,425.9371319737042
B18,23,-117.15,-50.75,469970.53,-47.25,-54.85,50,1052.8356573679664,449.6003059722435
B18,24,-78.25,-45.05,559326.44,-39.75,-51.75,50,799.1821959389807,709.8952199561735
B18,24,77.25,-35.85,79068.68,-33.35,-39.05,75,235.6269689755384,337.20022947918255
B18,25,-55.95,-42.15,1412388.1,-29.55,-55.35,75,937.7042323401281,1526.2747229057734
B18,25,-73.65,-32.35,163004.94,-28.35,-34.85,75,420.6863083628706,384.5265774762607
B18,26,-65.95,-26.85,21591.918,-24.95,-28.45,50,104.16072427985564,207.05277248721723
B18,26,-41.85,-23.75,1337463.4,-9.35,-41.75,75,717.4432399195521,1916.7170938816685
B18,26,155.35,-41.75,182057.0,-35.25,-47.35,50,253.04393056718428,715.8110134558083
B18,26,-65.25,-45.45,80138.102,-42.55,-47.85,50,254.55898623314974,313.5370554806434
B18,27,-31.95,-17.85,1774603.6,-4.14999,-34.45,75,1010.2104198977764,1792.4860219686882
B18,27,-65.25,-41.45,177033.94,-37.95,-44.25,50,472.7082072621725,372.6949904769909
B18,27,28.65,-44.55,367837.81,-38.35,-49.25,75,564.0898907368343,644.8214914601912
B18,27,78.85,-34.05,257840.5,-24.85,-41.55,50,259.3434258990146,987.9375144390079
B18,28,-52.65,-29.85,206791.97,-25.25,-34.95,50,361.71012073114446,573.8319694645737
B18,28,-110.35,-47.75,193609.89,-42.75,-52.35,50,340.00735108950306,567.9161759649389
B18,29,-80.25,-42.65,527202.69,-36.25,-48.25,75,739.2715495875935,709.8952199561735
B18,29,37.35,-48.55,147439.67,-42.75,-54.25,50,216.8722529261824,680.3162524579999
B18,30,-54.95,-39.55,580963.88,-31.85,-47.65,50,625.3344308549594,934.6953729422951
B19,2,153.45,-39.05,188402.45,-31.45,-45.75,50,221.8811173469073,845.9584704477733
B19,2,29.45,-47.55,141221.91,-43.75,-52.35,50,280.52925567500915,508.75824096859105
B19,2,-34.05,-13.95,18178.053,-12.45,-15.35,75,105.94702191854135,171.55801148940859
B19,3,-33.75,-14.25,19610.717,-12.75,-15.55,100,118.35152323954367,165.6422179897738
B19,3,61.25,-32.25,49297.332,-29.75,-34.45,75,177.05941352472715,278.0422944828347
B19,3,-61.85,-41.55,219593.09,-36.45,-46.15,50,381.66346340393926,573.8319694645734
B19,3,-83.95,-38.85,77879.508,-37.25,-40.15,50,453.0490399301393,171.55801148940847
B19,4,-59.65,-39.95,160765.39,-36.05,-43.65,50,357.3144815923718,449.6003059722435
B19,4,-110.15,-47.95,162630.11,-43.35,-52.65,50,296.21183401624893,550.1687954660346
B19,5,-74.75,-43.45,862976.12,-35.45,-51.35,50,919.6538264344186,940.6111664419299
B19,5,132.65,28.95,129188.86,32.75,25.05,75,283.6865678949492,455.51609947187796
B19,6,-48.45,-32.85,1192250.1,-16.45,-46.75,50,663.7607687691687,1792.4854303893383
B19,6,135.05,30.85,33953.184,33.55,27.85,50,100.5760669030275,337.2002294791824
B19,7,-42.85,-23.45,1879887.1,-5.05,-44.25,75,834.4411788638455,2318.991051856834
B19,7,70.25,-30.25,65889.547,-28.15,-32.35,50,265.247601621891,248.4633269846611
B19,8,-13.45,-30.85,751539.69,-14.95,-46.35,50,408.8423430574731,1857.5591588853213
B19,9,-8.84999,-15.15,675055.75,-1.85,-26.35,50,467.0866206856685,1449.3694074105213
B19,10,-96.35,-35.25,154899.0,-32.25,-38.65,75,410.3522293037792,378.61078397662607
B19,12,-46.85,-17.05,416250.38,-7.55,-25.95,75,383.44295201853373,1088.5060039327996
B19,12,-26.45,-33.75,14467.187,-32.55,-34.85,100,106.27213782539881,136.06325049160012
B19,12,-0.549988,-42.65,18003.176,-41.05,-43.85,50,108.35020429221579,165.64221798977408
B19,12,-29.75,49.35,196347.61,53.95,45.05,50,374.44413309211063,526.5056214674958
B19,13,74.75,-34.25,64316.414,-31.45,-36.75,75,204.84050117829085,313.537055480643
B19,14,-61.75,-42.75,78753.203,-40.05,-45.15,75,260.48347009041095,301.7054684813738
B19,14,59.15,-32.05,29426.891,-28.95,-34.45,75,90.13339366874769,325.368642479913
B19,14,130.45,28.05,96619.648,31.45,24.25,75,226.56946450220244,425.93713197370437
B19,14,-38.45,-10.55,210900.86,-5.64999,-16.55,50,328.1638255894554,644.822083039541
B19,15,-114.35,-46.45,248601.53,-42.05,-50.75,50,483.0482463438431,514.6740344682258
B19,16,-84.45,-43.15,577193.12,-34.15,-49.85,50,612.0107027983892,928.7795794426606
B19,17,-50.65,-38.75,486072.25,-29.55,-46.75,75,475.5324772922016,1017.5164819371821
B19,17,133.85,33.75,23402.963,35.45,32.55,50,136.82906816650876,171.55801148940887
B19,18,-46.35,-40.55,280640.28,-34.95,-45.55,50,446.1854107121089,627.0741109612865
B19,18,-92.75,-45.05,8237.3535,-44.15,-45.75,50,86.87820503142545,94.65269599415623
B19,18,6.25,-47.65,50568.949,-45.65,-49.85,75,203.96323364562608,248.4633269846611
B19,19,-63.85,-43.05,261839.22,-38.35,-48.25,50,449.4742634815205,585.6635564638433
B19,20,78.35,-34.55,67289.695,-32.75,-36.75,75,285.10938775328214,236.63173998539116
B19,21,-84.85,-43.35,448523.06,-35.45,-51.55,50,473.64373014479287,952.4427534411994
B19,21,-59.25,-42.75,157793.64,-37.75,-46.95,50,288.38466124992226,544.2530019664001
B19,22,-52.85,-37.95,400421.88,-29.75,-45.95,50,418.6463404565062,958.3585469408346
B19,22,-81.95,-32.25,321251.31,-25.05,-39.45,50,378.1055297402953,851.8742639474084
B19,22,132.15,30.75,155335.8,35.05,26.35,75,301.9474371225405,514.6740344682255
B19,23,-44.95,-24.95,77527.125,-22.55,-28.65,50,216.09380198956177,360.86340347772153
B19,23,135.95,33.25,58158.59,36.05,30.35,75,172.44748784960825,337.20022947918216
B19,24,39.45,-45.85,49488.332,-42.55,-48.85,50,132.49512523273316,372.6949904769913
B19,25,60.35,-32.85,57233.02,-29.75,-35.95,50,156.11832336268338,366.7791969773565
B19,26,-106.55,-45.75,714713.5,-39.95,-50.75,75,1112.3657632006305,638.905697960556
B19,26,73.65,-29.25,262528.5,-21.85,-35.55,50,322.97540310357186,810.4637094499644
B19,27,-88.05,-37.65,84330.641,-33.95,-40.15,50,228.20318589413895,366.77919697735575
B19,28,133.65,30.05,73419.867,31.85,28.05,75,326.33147693937116,224.80015298612176
B19,30,78.15,-34.65,92138.414,-31.25,-38.45,50,216.98648866767627,425.93713197370437
B20,1,137.85,34.55,64165.297,37.45,31.75,100,190.4814378636254,337.20022947918255
B20,1,-99.85,-44.25,11388.098,-43.15,-44.95,100,106.58887870587108,106.48428299342619
B20,3,135.45,36.45,59772.609,39.75,33.65,75,166.2534052079768,360.8634034777217
B20,4,-94.95,-43.35,69267.688,-41.45,-45.35,75,300.53496540446093,230.71594648575638
B20,6,135.45,35.85,80178.852,38.55,33.05,75,246.36403371617214,325.368642479913
B20,7,134.65,28.95,38594.012,31.05,26.75,50,151.6809222901342,254.3791204842957
B20,7,-83.35,-33.35,140921.97,-30.45,-35.55,50,465.3765622400561,301.70546848137343
B20,10,-65.55,-38.15,127597.9,-34.35,-41.35,50,307.0619438632239,414.1055449744348
B20,11,133.85,33.75,30636.611,35.25,32.15,100,166.98059347551228,183.38959848867844
B20,11,-84.45,-32.05,41099.82,-30.65,-33.45,50,248.14875434111138,165.64221798977408
B20,12,130.65,29.65,127924.64,33.55,26.55,75,310.3510566189956,414.10554497443445
B20,15,9.45001,-0.0499954,34933.203,1.45,-1.74999,100,184.55871167723444,189.304800408963
B20,16,-96.35,-40.45,181840.42,-34.55,-45.55,50,278.217964873811,650.737284959826
B20,19,135.05,35.05,45824.336,37.05,33.05,100,193.69186590612196,236.63173998539116
B20,20,136.35,35.05,36518.676,37.45,33.05,50,140.6771258817861,260.29491398393066
B20,21,141.65,33.75,27899.117,35.85,31.55,50,109.63719770858722,254.37912048429553
B20,23,-36.05,-15.45,20655.328,-13.75,-16.55,50,124.5323514664919,165.64221798977388
B20,25,136.95,36.55,83722.844,39.75,33.85,75,240.7587255056879,349.03181647845213
B20,31,136.65,33.25,25797.809,34.75,32.15,50,168.12466713356426,153.8106309905045
B20,32,-73.85,-29.65,18421.457,-28.35,-30.55,50,141.2718148861578,130.14745699196516
B21,1,-96.75,-26.25,29652.459,-24.75,-27.45,100,185.42371630691576,159.7264244901391
B21,3,-85.55,-33.15,44086.523,-30.85,-35.55,50,158.69546894642676,278.0422944828343
B21,4,-82.85,-32.95,37743.684,-31.45,-34.25,75,227.6282204983767,165.64221798977368
B21,8,-94.85,-25.25,308738.41,-16.65,-33.85,50,304.5658297454573,1017.5164819371822
B21,11,-73.05,-30.85,36388.922,-28.95,-33.05,75,150.2955545948752,242.54753348502595
B21,11,-81.15,-32.85,75804.586,-30.25,-35.95,75,225.53614849528375,337.20022947918255
B21,11,-96.25,-32.25,57237.426,-29.35,-34.85,75,175.69356493627322,325.368642479913
B21,11,-94.35,-25.55,39782.668,-23.75,-27.45,50,181.85951169463127,218.8843594864868
B21,11,29.95,-35.95,278130.41,-31.25,-41.55,50,459.7030258550557,609.3267304623821
B21,11,-105.35,-36.15,364026.09,-27.55,-43.45,50,385.08809680045874,940.61116644193
B21,12,-96.35,-23.75,76419.789,-20.45,-26.15,75,225.94991466371812,337.2002294791824
B21,12,-79.35,-32.15,61583.164,-29.95,-34.25,50,242.01622927110753,254.37912048429553
B21,12,35.95,-37.05,289992.56,-30.85,-42.85,50,408.17496027467985,709.8952199561735
B21,13,8.15001,-6.35,200454.94,2.05,-13.45,50,219.01666615114888,916.9479924433908
B21,13,43.85,-35.25,278284.59,-30.25,-39.95,50,484.6429268277984,573.8319694645737
B21,15,25.25,-37.85,435914.41,-30.45,-43.65,50,553.5163550598144,780.8847419517909
B21,15,-75.15,-31.85,6310.3862,-31.05,-32.45,50,76.11245490808092,82.82110899488704
B21,20,-80.55,-32.95,55594.242,-30.05,-34.95,75,190.88033163116037,289.87388148210425
B21,21,-82.55,-31.35,147655.33,-28.55,-33.65,100,488.2705870164158,301.70546848137366
B21,22,-81.15,-25.95,157008.44,-19.15,-34.45,50,175.26876892325834,905.1164054441215
B21,22,-106.75,-37.45,27629.646,-35.25,-38.85,50,129.07011403492214,212.968565986852
B21,23,32.85,-38.45,257724.03,-33.35,-42.85,50,456.9015037916704,562.0003824653041
B21,23,7.75,0.0500031,14877.008,1.45,-1.14999,100,96.73185121265728,153.81003941115432
B21,24,36.65,-35.75,158726.77,-32.45,-39.95,50,360.0492883585785,443.6845124726084
B21,24,8.65001,0.450005,23172.436,1.85001,-0.749992,100,150.67072641376603,153.81074930637428
B21,26,26.75,-37.55,9715.417,-37.05,-38.05,100,164.23055188760677,59.15793499634788
B21,27,8.45001,0.550003,10291.156,1.55,-0.349998,75,91.56335864069882,112.39995817719083
B21,27,31.05,-36.05,70160.734,-32.95,-38.65,75,207.49726580286537,337.20022947918216
B21,30,-93.75,-26.15,93140.625,-23.15,-28.85,100,275.9777104759813,337.20022947918255
B21,30,-73.25,-31.65,37621.25,-29.95,-33.45,50,181.82497680248437,207.0527724872176
B21,31,-94.35,-25.55,32061.736,-23.95,-26.75,75,193.2581212894916,165.64221798977388
B21,31,-71.05,-31.85,53931.445,-29.35,-34.45,50,178.91136562787776,301.7054684813738
B21,31,-96.65,-34.75,154388.09,-29.55,-39.25,50,268.23742644504466,573.8319694645737
B21,32,-81.65,-33.75,22155.213,-32.45,-34.95,50,149.72846456037132,147.89483749086932
B21,32,48.35,-44.75,70381.992,-42.25,-47.35,50,233.55963273677182,301.7054684813738
B21,33,-111.05,-45.85,33017.094,-44.15,-47.15,50,185.39499393152715,177.47380498904326
B21,33,54.55,-42.25,130530.6,-39.35,-45.35,50,368.4989477073309,354.9476099780869
B22,2,-25.05,7.55,93387.523,10.65,4.85001,75,272.41917832751966,343.1154313994673
B22,2,35.15,-36.95,81026.211,-33.95,-38.85,50,277.61579409213704,289.87388148210385
B22,5,-69.05,-30.85,91686.523,-28.15,-32.85,75,328.6569053514038,278.0422944828351
B22,6,-77.45,-31.85,107646.26,-29.15,-34.25,50,356.33204047023634,301.7054684813738
B22,9,44.15,-38.05,198137.44,-33.15,-43.45,50,326.7315892104214,609.3267304623824
B22,9,-94.45,-28.25,180007.08,-23.35,-33.85,75,291.1596075371706,621.1583174616518
B22,10,-88.55,-32.05,12554.945,-31.25,-33.05,75,118.0382189200633,106.48428299342581
B22,11,26.15,-35.25,234883.55,-30.25,-39.25,50,438.92458194739106,532.4214149671302
B22,12,31.15,-36.85,228178.8,-31.85,-41.35,50,405.15622773169986,562.0003824653041
B22,12,-80.85,-33.85,50734.773,-32.05,-35.55,75,244.92789206268284,207.05277248721723
B22,12,-71.95,-34.45,75388.719,-31.25,-37.35,75,208.63678118147695,360.8634034777217
B22,13,-75.45,-33.55,141053.83,-29.75,-36.15,100,370.19957944196045,378.61078397662567
B22,14,34.35,-35.15,203673.83,-32.05,-38.45,50,538.8932653350063,378.61078397662646
B22,16,-93.25,-27.35,166966.98,-22.55,-31.95,75,300.32098292612557,556.0845889656691
B22,16,-91.65,-35.05,58059.16,-31.25,-37.85,75,147.88354358449092,390.44237097589524
B22,16,-86.05,-38.85,45114.027,-36.45,-40.55,50,185.1330130286773,242.54753348502555
B22,16,-70.25,-32.75,165255.98,-27.95,-36.75,50,316.3393085771634,520.5898279678604
B22,16,-63.25,-15.05,33411.16,-13.15,-16.35,75,176.27063180096118,189.30539198831295
B22,17,-79.85,-31.25,199757.12,-27.75,-33.65,75,569.2809522176728,349.03181647845196
B22,17,24.55,-33.65,228216.02,-27.95,-37.15,50,414.54943960873976,544.2530019663996
B22,18,-82.65,-33.75,31454.076,-32.25,-35.35,75,171.6361169541221,183.38959848867844
B22,18,135.45,31.95,76524.305,34.75,28.65,50,211.5853556565271,360.8634034777217
B22,18,27.95,-36.65,155461.44,-33.35,-39.85,50,404.2476636452945,384.52657747626085
B22,19,33.45,-38.05,285148.03,-32.45,-42.45,50,478.72631965156177,591.5793499634781
B22,19,-78.95,-36.95,148154.84,-32.45,-41.15,50,287.57292347424107,514.6740344682255
B22,19,-23.25,-13.75,358348.56,-6.24999,-21.35,75,402.40734842016184,893.2854100242017
B22,20,36.45,-36.25,373773.62,-31.65,-41.35,50,654.2421112241245,573.8319694645741
B22,20,-70.75,-30.75,182122.58,-27.75,-34.95,50,430.5684355226382,425.9371319737042
B22,22,-87.25,-31.95,10820.532,-30.85,-33.05,75,83.14566413155924,130.14745699196496
B22,22,23.15,-36.55,328554.19,-30.65,-40.75,50,544.6686822750792,597.4951434631129
B22,23,27.65,-35.65,271346.53,-29.15,-39.95,50,419.633775673075,638.9056979605564
B22,23,-93.25,-25.65,147960.2,-22.05,-29.05,75,357.22416556078423,414.10554497443445
B22,24,-58.75,-25.35,219110.67,-18.95,-30.15,50,329.0810822727813,662.5688719590955
B22,24,-80.25,-34.45,43912.281,-32.25,-36.15,75,189.8009380301764,230.71594648575638
B22,25,-73.55,-31.15,21131.742,-29.15,-32.65,50,101.80803079311578,207.05277248721723
B22,25,31.35,-36.35,249134.8,-31.05,-39.95,50,468.5973254109922,526.5056214674954
B22,26,-18.45,-18.25,100385.43,-15.05,-20.55,50,307.85897026091294,325.3686424799128
B22,26,-97.65,-26.35,64495.379,-23.95,-29.25,50,206.2235881385686,313.5370554806434
B22,26,35.15,-37.35,416115.81,-32.25,-42.65,50,678.1781040247416,615.2425239620172
B22,27,-78.85,-34.15,25270.496,-32.45,-36.15,50,115.67724012713947,218.8843594864864
B22,27,35.85,-38.55,200018.55,-34.35,-42.15,50,432.0119465716172,461.43189297151275
B22,29,25.85,-34.35,193431.97,-30.45,-37.65,50,452.81745279307074,425.937131973704
B22,30,29.15,-37.45,221065.83,-32.55,-41.15,50,431.4913215032186,508.75824096859105
B22,30,133.75,33.45,159026.5,37.55,28.85,75,308.3959002845491,514.6740344682258
B22,30,-76.85,-33.25,186792.8,-29.55,-36.15,75,476.50842689142144,390.44237097589524
B22,31,134.55,32.95,79336.82,36.05,30.15,50,227.7931914070975,349.03181647845173
B22,31,-72.75,-32.45,157459.42,-28.15,-36.35,75,324.15466972630816,485.09506697005224
B22,32,-88.65,-27.45,12396.075,-26.45,-28.05,50,130.73178426471486,94.65269599415662
B22,32,-78.35,-30.45,77431.859,-28.15,-33.05,50,267.61679084612723,289.87388148210425
D01,5,-18.95,-23.45,178101.02,-19.15,-27.95,75,342.71038305473286,520.5898279678609
D01,5,-124.95,-42.15,39148.613,-40.55,-43.35,50,235.62489328813982,165.64221798977408
D01,5,-76.75,-29.75,172484.02,-26.75,-32.95,50,470.96668197554527,366.77919697735666
D01,6,-16.95,-23.45,118582.9,-20.15,-27.35,75,279.2259828759338,425.9371319737042
D01,6,-97.35,-28.85,74587.758,-24.05,-33.35,75,135.52644357612013,550.1687954660343
D01,6,-123.15,-43.65,81207.172,-41.75,-45.45,50,370.7608727725057,218.88435948648717
D01,7,-83.05,-31.65,143871.47,-27.85,-34.35,75,372.1679587566682,384.5265774762607
D01,8,21.55,-27.95,223049.44,-22.25,-32.95,50,351.75344749472634,632.9899044609218
D01,8,-114.35,-39.35,36501.355,-37.65,-40.85,50,192.5670795004154,189.30539198831323
D01,8,-82.55,-32.35,43205.504,-30.15,-34.35,50,173.73800889176292,248.46332698466074
D01,8,-84.85,-39.75,81283.297,-38.05,-42.05,50,345.07845650981983,236.63173998539116
D01,9,25.45,-32.85,161369.92,-25.75,-36.85,75,241.9928221335708,656.6530784594607
D01,9,-106.75,-38.35,159015.84,-34.85,-41.45,50,406.3764074214277,390.44237097589564
D01,9,-81.95,-39.65,107198.45,-36.55,-42.75,50,292.41235708125214,366.7791969773565
D01,10,32.25,-34.35,263380.97,-25.95,-39.35,75,326.5329468915031,792.7163289510606
D01,10,-55.55,-36.35,386387.59,-31.15,-41.65,50,623.3154926181402,621.158317461652
D01,10,-19.95,-23.95,193166.45,-20.15,-27.35,50,453.1080545091089,425.9371319737042
D01,12,-83.65,-38.95,48493.723,-37.65,-40.25,50,315.3090506607319,153.8106309905045
D01,13,-67.15,-28.05,74425.211,-26.35,-30.85,50,281.09510899780577,266.2107074835651
D01,13,-94.35,-19.25,97184.859,-14.55,-22.35,50,209.77617101570323,461.4318929715129
D01,14,-89.85,-21.35,46676.133,-19.55,-22.95,50,231.937591105668,201.1369789875824
D01,17,7.05,-0.649994,11341.128,0.650002,-1.55,75,87.14295805041714,130.14757530783515
D01,18,-70.95,-12.15,384647.62,-6.05,-18.15,50,538.2581296091561,715.8110134558084
D01,19,-88.15,-19.95,27114.738,-17.45,-22.35,75,93.53869413567982,289.8738814821044
D01,21,-81.45,-29.95,25955.736,-28.45,-31.25,75,156.55598173527602,165.64221798977408
D01,21,-106.65,-9.45,11259.08,-8.05,-10.65,75,73.18605379820936,153.8106309905043
D01,22,31.85,-29.55,118905.34,-23.85,-34.15,50,194.35644816448794,609.3267304623822
D01,23,35.95,-33.65,148656.64,-28.05,-37.95,50,252.2533803514408,585.6635564638435
D01,23,-122.05,-42.45,124194.56,-40.35,-44.75,50,478.01131874361096,260.2949139839303
D01,24,40.15,-33.25,197626.97,-27.25,-38.55,50,294.93821730755513,668.4846654587301
D01,24,-120.85,-41.95,183721.47,-38.45,-44.95,75,476.17948030167224,384.52657747626046
D01,25,-116.25,-41.25,258359.3,-34.95,-46.25,50,383.3231635781266,668.48466545873
D01,26,52.05,-0.0499954,97125.062,3.95,-3.45,75,222.02017689530592,437.7687189729738
D01,27,-51.05,-32.65,431059.78,-20.55,-42.95,75,324.15277072841144,1325.137743918191
D01,28,-107.35,-9.45,26727.934,-7.55,-11.05,75,129.05182504753122,207.0527724872174
D01,29,36.45,-32.25,465398.62,-25.35,-39.35,50,563.954628756364,828.2110899488692
D01,29,78.05,-33.45,142010.42,-29.75,-36.45,75,357.0580752565644,396.35816447553043
D01,29,64.45,-22.05,348721.62,-15.35,-28.75,50,440.91136964375085,792.7163289510605
D01,30,71.35,-27.05,741745.12,-17.85,-37.05,50,658.4699532709336,1135.8323519298774
D01,30,-68.05,-29.75,17150.623,-28.65,-30.85,75,131.7864906831744,130.14745699196533
D01,31,75.45,-25.05,1621225.5,-4.35,-44.15,75,698.1224529940689,2354.4858128546425
D02,1,-100.45,-12.55,50117.105,-10.15,-15.25,100,166.26500251557303,301.7054684813737
D02,2,-102.15,-13.15,74957.078,-10.75,-15.25,100,281.47167429553974,266.210707483565
D02,5,135.45,-23.25,142255.14,-20.35,-26.25,75,407.9039136356952,349.03181647845196
D02,5,78.05,-25.55,167398.25,-20.75,-29.65,50,317.34109164740636,526.5056214674954
D02,6,-108.15,-13.85,10165.408,-12.95,-14.85,100,90.46315344684918,112.4000764930608
D02,6,-28.85,-39.85,91291.398,-35.95,-42.75,50,225.43820357574003,402.2739579751648
D02,7,-106.75,-9.85,8659.4072,-8.74999,-10.65,100,77.00931903144334,112.40066807241084
D02,7,-108.45,-14.35,8514.9883,-13.45,-15.15,100,84.65279043728114,100.5684894937912
D02,7,-73.95,-39.15,271005.0,-35.15,-43.55,75,547.4098772221234,496.9266539693215
D02,8,-74.75,-17.45,334270.62,-9.74999,-23.15,75,420.3974432141525,792.7169205304102
D02,8,-50.75,-26.55,976795.31,-13.75,-39.15,75,654.8488082035365,1502.6115489072342
D02,8,34.95,-40.85,292657.88,-36.95,-43.75,50,722.5115883112898,402.2739579751648
D02,9,-66.55,-14.75,502126.03,-6.24999,-25.45,75,446.49156251501745,1135.8329435092278
D02,9,-42.95,-20.85,1320410.5,-6.45,-37.75,75,728.2710315644714,1851.6433653856861
D02,9,-19.25,-21.15,347555.09,-16.15,-25.45,75,630.9391951937052,550.1687954660348
D02,9,-58.45,-46.05,130538.28,-43.05,-49.95,50,322.62983515555294,408.1897514748
D02,9,-7.84999,-31.85,108552.85,-28.45,-34.55,50,299.8241511626824,360.8634034777213
D02,9,3.85001,-40.55,19848.863,-39.25,-41.65,50,139.6033227927211,141.97904399123453
D02,9,-99.75,-10.75,92860.133,-7.14999,-14.15,75,224.3078841395829,414.1061365537846
D02,9,-105.15,-10.15,18783.08,-8.55,-11.55,50,105.81497675606167,177.47380498904337
D02,10,-40.85,-14.85,1026684.8,-2.24999,-27.55,75,691.7324822863065,1496.6963469869495
D02,10,-10.95,-21.75,384498.78,-16.35,-26.85,50,619.2252687124275,621.158317461652
D02,10,-28.75,-39.05,428604.06,-33.85,-44.75,75,668.0608295573473,644.8214914601912
