Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
G17,18,-52.15,-44.25,25083.443,-42.95,-45.55,50,163.09402764627157,153.81063099050374
G17,19,-50.55,-35.75,356312.0,-29.55,-41.75,50,494.00767333945953,721.7268069554431
G17,19,-69.25,-54.35,143749.27,-50.45,-56.95,75,368.23447783256177,384.52657747626046
G17,19,123.45,-53.15,250278.84,-46.85,-57.85,75,378.1907023756764,650.737284959826
G17,20,-179.45,-48.85,331799.59,-38.95,-56.15,75,319.112918572863,1017.5164819371821
G17,20,-104.65,-38.15,184065.02,-34.35,-42.15,75,399.756512062658,461.43189297151275
G17,20,2.35001,-45.35,131491.02,-42.25,-48.65,50,348.0948231052937,378.61078397662607
G17,21,-145.55,-53.95,279608.0,-49.35,-58.85,75,499.8928600252704,562.0003824653041
G17,21,-64.65,-31.65,303247.47,-28.55,-37.15,75,604.5508458463886,508.7582409685908
G17,21,-14.75,-34.55,193515.08,-29.35,-38.25,50,364.66039904411315,526.5056214674954
G17,21,34.95,-49.35,453087.5,-41.45,-54.45,75,574.246526763724,769.0531549525214
G17,22,-43.35,-27.65,793550.62,-15.65,-38.85,75,580.0556162038007,1372.464091915269
G17,22,39.05,-53.55,120602.76,-49.35,-58.05,50,235.38883763951898,514.6740344682258
G17,23,-39.35,-22.55,598978.12,-16.65,-30.35,50,746.0584473320729,810.463709449965
G17,24,-27.25,-18.55,1178075.4,-5.64999,-30.95,50,792.3958013439326,1496.6963469869495
G17,25,142.35,-30.65,31295.885,-28.75,-32.45,50,142.93007220565818,218.88435948648717
G17,25,-72.45,-46.15,110283.87,-43.15,-49.25,50,306.03362895493217,360.8634034777217
G17,25,-30.45,-23.05,557755.12,-12.95,-32.35,50,486.8865377910431,1147.6639389291477
G17,25,-84.25,-55.35,148679.33,-50.65,-59.25,50,289.5959994351616,508.7582409685914
G17,26,37.95,-44.05,19932.166,-42.95,-45.15,75,153.16004607264142,130.1474569919646
G17,27,41.55,-42.55,25904.395,-41.05,-43.85,75,156.153263828186,165.64221798977408
G17,27,-55.75,-40.55,273540.0,-30.25,-47.45,50,263.27647358665115,1017.5164819371824
G17,27,37.95,-56.35,34743.266,-54.15,-58.45,50,136.43389935326954,254.3791204842959
G17,29,52.15,-34.25,31198.826,-32.55,-36.15,75,146.69362816489615,212.968565986852
G17,30,146.15,-51.45,359459.44,-44.75,-56.55,75,507.0148791157848,698.0636329569039
G17,30,147.15,-40.75,13354.646,-39.55,-41.95,50,94.0675610174205,141.9790439912353
G17,30,-61.85,-50.25,243312.58,-45.85,-54.45,50,477.6954488722916,508.75824096859105
G17,31,157.65,-48.25,406393.22,-40.45,-54.45,50,484.3806920811356,828.2110899488692
G17,31,-52.95,-39.15,359934.31,-27.75,-47.35,50,305.12490520188055,1159.4955259284168
G17,31,36.45,-48.65,325206.22,-40.85,-55.55,50,371.685002723491,869.6216444463124
G17,31,-24.45,51.75,833470.88,58.15,42.65,50,885.5212865161168,916.9479924433907
G17,32,-22.45,-22.35,163962.03,-17.45,-27.65,50,272.47718374316935,603.4109369627474
G18,1,-70.25,-51.35,21294.072,-50.05,-52.45,75,149.66494785406084,141.97904399123493
G18,1,131.35,-52.25,89134.367,-48.15,-55.55,50,201.93639796103102,437.7687189729736
G18,2,-46.85,55.15,109474.81,59.35,49.45,50,183.7192407196071,585.663556463843
G18,2,-69.35,-43.95,63383.363,-41.85,-45.95,50,261.15963212208703,242.54753348502595
G18,2,138.25,-52.65,252335.92,-47.75,-57.15,75,452.21623825456584,556.0845889656694
G18,3,-64.05,-50.15,40946.023,-48.15,-51.95,50,181.79761462426052,224.80015298612196
G18,4,-70.85,-40.35,547653.62,-31.65,-51.35,75,480.5360360748002,1165.4113194280517
G18,4,-120.85,-50.45,600023.06,-43.75,-58.65,75,693.6972448653751,881.4532314455823
G18,5,-52.45,-22.25,1017341.8,-10.05,-34.85,75,699.875917225523,1467.1167879094255
G18,5,-80.15,-22.25,235087.84,-17.25,-28.25,50,363.1294853064538,650.737284959826
G18,6,-39.25,-19.95,2982683.5,-4.95,-37.35,50,1589.502325556869,1916.7170938816691
G18,6,-66.55,-41.65,142686.64,-37.45,-44.95,50,319.60188129796956,443.6845124726084
G18,7,150.35,-35.85,546982.94,-19.55,-51.95,75,288.8491614644793,1916.7170938816691
G18,7,-44.75,-24.35,1013253.6,-11.45,-35.95,50,700.9009244247743,1449.3694074105213
G18,7,-161.45,-40.15,96747.305,-37.25,-43.25,50,273.0949236029414,354.9476099780869
G18,8,152.05,-30.05,969681.81,-14.15,-49.05,50,484.77127135723936,2064.6119313725376
G18,8,-122.75,-47.75,260318.16,-43.55,-51.35,50,561.3606372073453,461.43189297151275
G18,8,-66.25,-32.25,192335.92,-27.25,-37.15,50,328.6349070119423,585.6635564638431
G18,9,-62.35,-23.15,60659.836,-20.85,-25.15,50,238.2524192150616,254.37912048429553
G18,9,168.55,-54.85,58925.586,-52.55,-58.25,50,177.24617612753892,337.20022947918255
G18,10,-56.75,-37.05,542127.75,-30.25,-44.85,50,633.5758084623052,863.705850946678
G18,10,66.55,-31.75,19588.137,-30.25,-33.25,75,110.3845988034737,177.47380498904326
G18,11,173.15,-41.25,125930.48,-36.05,-46.75,50,199.69403692247263,632.9899044609216
G18,12,150.55,-47.75,76440.383,-45.65,-49.65,75,322.48167390084495,236.63173998539116
G18,12,130.45,-49.45,65040.559,-48.15,-50.95,75,393.49927265203297,165.64221798977408
G18,12,48.15,-39.15,10953.416,-38.15,-39.95,75,102.72258301669889,106.48428299342619
G18,13,147.25,-40.45,40275.461,-38.75,-41.75,75,226.29134996712335,177.47380498904326
G18,13,173.15,-41.45,72781.453,-37.95,-45.15,75,171.2504106692127,425.93713197370363
G18,13,-16.35,-13.45,223725.28,-8.35,-19.25,75,347.99556375284425,644.8214914601912
G18,13,-52.25,-36.55,353756.66,-29.75,-41.75,50,494.16767775812053,709.8952199561735
G18,13,-103.45,-50.85,474653.97,-42.25,-58.45,50,491.6801543403479,958.3585469408346
G18,13,-179.45,-53.35,30983.141,-51.05,-55.15,75,127.02402609364488,242.54753348502595
G18,15,-1.25,53.05,179130.17,57.05,49.25,75,389.40909461344154,461.43189297151275
G18,15,-114.15,-46.25,174003.09,-42.05,-50.95,50,332.33711129315816,526.5056214674958
G18,15,-57.25,-45.25,432855.94,-37.55,-52.35,75,493.1679104525853,875.5374379459475
G18,15,52.35,-37.45,11682.892,-36.25,-38.65,75,82.29204698274555,141.97904399123453
G18,16,-32.25,-18.95,831753.56,-4.35,-31.15,50,525.7703940213595,1585.4326579021208
G18,16,59.05,-31.25,36915.426,-29.15,-33.45,75,145.23074135961235,254.3791204842959
G18,16,67.65,-32.15,85046.039,-28.35,-35.15,75,210.61833911412728,402.27395797516505
G18,16,49.25,-41.55,39552.465,-39.95,-42.85,100,230.040274906676,171.55801148940847
G18,16,-85.35,-45.05,249179.36,-40.65,-48.45,75,535.7673683940737,461.4318929715131
G18,17,-68.75,-38.15,463626.75,-33.95,-41.75,50,1001.4278707464822,461.43189297151235
G18,17,-92.25,-48.05,400161.84,-44.15,-52.15,75,847.8720315626872,473.2634799707823
G18,17,-72.15,-30.95,80020.047,-28.35,-33.25,50,275.703498807937,289.8738814821041
G18,17,-164.75,-43.55,1508337.6,-31.45,-54.25,75,1112.8516656197019,1348.8009179167298
G18,18,63.45,-30.15,27730.836,-28.95,-31.35,75,195.33068173383865,141.97904399123493
G18,18,-51.95,-37.55,1330769.4,-21.25,-49.65,75,778.8359870607052,1680.0853538962772
G18,18,143.65,-43.75,510576.47,-33.15,-54.95,75,400.3154855272733,1289.6429829203823
G18,18,-146.45,-49.95,780827.5,-35.45,-56.95,50,574.0867002550491,1271.8956024214776
G18,18,47.45,-47.45,199803.38,-42.45,-51.95,75,354.2488514961364,562.0003824653041
G18,19,77.05,-35.05,50717.539,-32.05,-37.45,50,158.24347544312394,319.4528489802786
G18,19,162.35,-46.05,621837.5,-37.95,-53.65,75,668.6004180034906,928.7795794426603
G18,19,-66.25,-52.15,62875.852,-50.45,-53.45,50,352.7405408524925,177.47380498904326
G18,20,-29.45,-22.65,1661626.5,-12.75,-34.95,50,1284.6817015268869,1313.306156918921
G18,20,-55.85,-44.35,1547012.1,-34.15,-58.05,75,1136.5995626353276,1413.8746464127125
G18,20,-58.75,-28.55,34234.703,-26.65,-30.35,100,156.3584328522447,218.88435948648697
G18,20,-171.55,-37.85,308980.75,-30.65,-44.85,50,368.25968253596596,840.0426769481388
G18,20,-176.45,-50.05,128650.52,-47.45,-52.45,50,434.1732038417807,295.78967498173864
G18,20,151.55,-22.85,17938.076,-21.85,-23.85,75,151.6194466716803,118.31586999269558
G18,20,122.35,-47.85,592333.31,-42.45,-52.85,75,960.3890890493533,615.2425239620169
G18,21,-47.95,49.15,125576.73,53.35,44.65,50,243.4909374667448,514.6740344682258
G18,21,-37.65,-38.35,1415900.1,-14.35,-56.75,50,556.7239904816067,2508.2964438451463
G18,21,-55.35,-22.85,271696.62,-13.85,-29.65,50,289.31527525013075,934.6953729422952
G18,21,-81.45,-42.85,564840.5,-35.85,-48.45,75,750.8543016402979,745.3899809539822
G18,21,-73.05,-35.35,27486.486,-33.15,-36.95,50,121.84230605239541,224.80015298612196
G18,21,107.85,-26.35,184397.0,-21.05,-32.45,75,274.8321824320209,674.4004589583651
G18,21,152.55,-44.65,1446960.0,-31.25,-56.15,75,974.2501091889751,1473.03258140906
G18,21,-131.25,-46.15,509207.44,-34.95,-55.35,50,416.6714398650818,1206.8218739254953
G18,21,47.05,-43.05,241128.72,-34.15,-50.35,50,249.2197967434391,958.3585469408346
G18,21,58.35,-33.75,19715.553,-32.55,-34.95,75,138.87256800514862,141.97904399123493
G18,22,-17.55,-43.55,1061742.9,-34.55,-51.75,50,1040.5134412222121,1017.5164819371824
G18,22,170.55,-35.25,2232805.0,-8.35,-58.65,75,758.982614491215,2975.644130316294
G18,22,135.35,-16.35,123545.67,-12.05,-21.15,50,230.03298317361697,538.3372084667648
G18,22,-112.25,-49.85,1950710.1,-40.65,-59.05,75,1799.8227326767535,1088.5060039328
G18,22,-54.65,-37.05,1505787.2,-16.65,-52.15,75,704.7587405951585,2100.106692370347
G18,22,-99.95,-37.35,117298.06,-34.15,-39.85,50,346.3938617272147,337.20022947918255
G18,23,144.35,-36.85,114970.05,-33.15,-40.75,50,256.2392582173882,449.6003059722435
G18,23,62.05,-30.55,37680.848,-29.35,-31.55,75,289.24454177720787,130.14745699196533
G18,23,-64.15,-40.05,3834597.0,-18.15,-58.45,50,1601.6993433719779,2384.0647803528163
G18,23,-82.25,-22.95,385589.09,-17.45,-29.05,50,564.1124065121858,686.2320459576345
G18,23,47.05,-40.65,77725.766,-38.15,-43.85,75,231.81858912092937,337.20022947918255
G18,24,174.75,-45.95,221626.33,-38.95,-51.95,50,286.22873029951404,769.0531549525217
G18,24,-49.35,-28.75,1617871.1,-11.25,-46.55,75,788.2654904716702,2088.275105371077
G18,24,-77.75,-22.85,179573.61,-18.35,-28.05,75,314.12610278461295,573.8319694645737
G18,24,-94.75,-51.05,2077789.5,-43.55,-59.65,50,2215.138390766013,952.4427534411998
G18,25,-177.15,-34.95,9502.1357,-33.55,-35.95,50,66.76873339497014,141.97904399123493
G18,25,-19.35,-21.15,1292474.6,-1.64999,-36.55,50,627.5141810055953,2064.612522951888
G18,25,-44.05,-16.65,792027.25,-5.64999,-29.85,75,560.6936610024693,1431.6226184909667
G18,26,-32.05,-19.05,3223004.5,-2.55,-41.75,50,1446.4388358964711,2318.9910518568336
G18,26,98.35,-6.85,78073.562,-3.14999,-9.95,50,194.07483214878616,402.274549554515
G18,27,-36.75,-17.55,1813378.8,-2.55,-36.55,50,925.7105791108819,2011.369789875825
G18,27,-91.45,-41.45,290404.97,-37.25,-45.55,50,591.5048760526262,491.0108604696867
G18,28,-20.35,38.35,1455289.8,56.05,25.15,50,832.3448642506052,1827.980191387147
G18,28,-32.25,-7.05,1234998.8,10.25,-21.95,50,655.389900806093,1904.885506882399
G18,29,-21.75,35.25,1194153.6,50.45,23.05,50,758.0612055961551,1620.92741889993
G18,29,126.35,-46.85,163563.16,-43.55,-49.65,75,451.3725305453905,360.8634034777213
G18,30,155.05,-37.05,142500.0,-32.95,-40.95,75,300.9494317671441,473.2634799707823
G18,30,144.35,-28.75,81901.07,-25.65,-31.95,50,219.96974998009108,372.6949904769911
G18,30,74.45,-33.95,114894.05,-30.85,-37.35,75,299.48268529993663,384.52657747626085
G18,30,-54.75,-39.75,52874.734,-37.75,-41.95,50,213.16439732748242,248.4633269846611
G18,30,-38.85,-41.25,16197.795,-40.05,-42.35,75,118.96306379766489,136.06325049160012
G18,31,-40.45,-37.55,260170.19,-32.45,-42.35,50,443.8927725306798,585.663556463843
G18,31,174.35,-35.25,172856.42,-31.05,-38.45,50,392.7253314724193,437.76871897297394
G18,32,12.35,-43.55,20160.727,-42.25,-44.65,50,141.7732806755295,141.97904399123493
G18,32,158.15,-42.45,267019.47,-35.45,-47.45,75,370.9620141714591,709.8952199561738
G18,32,101.55,-12.55,82365.492,-9.35,-16.15,50,205.0305346067853,402.2739579751648
G18,33,-82.95,-44.15,25620.793,-43.15,-45.35,75,197.2062482423745,130.14745699196533
G19,1,-81.55,-46.35,104473.47,-43.95,-49.05,75,347.3451286456622,301.70546848137343
G19,3,-60.15,-39.45,130696.96,-35.65,-43.45,50,283.869106104565,461.4318929715131
G19,4,154.25,-39.35,53169.055,-36.85,-41.35,100,199.0664957506126,266.2107074835651
G19,4,-69.15,-46.35,21517.5,-45.05,-47.35,50,157.7216767510394,136.06325049160012
G19,5,-61.45,-42.75,538311.38,-35.85,-48.85,50,696.9891387284102,769.0531549525214
G19,6,143.75,-43.45,64026.434,-41.45,-45.55,75,264.24966989600864,242.54753348502555
G19,6,136.15,34.75,43690.797,37.05,32.15,75,150.49660006168696,289.87388148210425
G19,7,-29.05,-22.75,368597.38,-16.85,-27.85,50,565.6590733825391,650.7372849598257
G19,8,-24.55,-14.45,523238.56,-6.85,-22.15,50,579.941610224782,905.1164054441213
G19,9,-60.45,-23.15,228413.95,-17.45,-28.65,75,345.03246587484193,662.5688719590953
G19,9,-123.45,-52.05,113306.16,-49.55,-54.25,50,406.26598974166984,278.0422944828351
G19,9,-90.95,-49.85,153819.12,-46.05,-54.45,75,312.4113646655351,496.9266539693218
G19,10,154.95,-37.15,48647.07,-35.25,-39.45,100,196.35610423194484,248.46332698466074
G19,10,150.95,-41.65,29227.424,-40.05,-43.05,100,164.44963657760272,177.47380498904366
G19,10,-142.25,-50.35,187952.2,-47.05,-53.85,75,468.48604620436686,402.2739579751652
G19,10,178.85,-45.45,162236.56,-38.95,-50.35,75,237.6144201764249,674.4004589583651
G19,10,-61.85,-45.25,52282.727,-42.75,-47.45,50,187.59669883297573,278.0422944828351
G19,10,-87.75,-49.95,220600.94,-46.05,-54.05,50,467.4773143998977,473.2634799707823
G19,10,138.45,33.85,39351.371,35.85,31.95,50,170.69489481250656,230.71594648575675
G19,11,-168.95,-48.95,100753.04,-41.65,-52.45,50,152.21816994834964,638.9056979605564
G19,11,-114.65,-45.75,313779.97,-34.95,-53.65,50,277.77829771417237,1106.2533844317038
G19,11,-50.15,-38.15,1445321.8,-18.35,-48.45,75,773.4367914505954,1780.6538433900687
G19,11,-11.25,-16.95,440272.38,-10.25,-23.25,50,573.1098954813538,769.0531549525215
G19,12,-32.95,-14.35,1377115.9,3.75001,-31.15,50,675.5166456615575,2064.612522951888
G19,12,-73.65,-41.55,401069.28,-36.25,-45.15,75,752.70963265687,526.5056214674951
G19,12,-54.15,-22.05,592990.81,-11.65,-33.45,75,464.2539878075797,1289.6429829203823
G19,12,136.25,34.25,12291.555,35.45,33.05,75,86.57935223153662,141.97904399123493
G19,13,-53.55,-32.95,1115618.1,-12.75,-46.95,50,541.4959673615003,2023.2013768750949
G19,13,-24.45,-31.85,712572.56,-15.25,-44.45,50,408.4013792128004,1727.411701893356
G19,13,134.35,29.55,47202.586,31.45,28.05,75,235.18008199095937,201.1369789875826
G19,14,-52.75,-30.55,979556.75,-11.45,-46.55,50,471.8453051777642,2076.443518371808
G19,14,151.85,-39.35,33655.246,-37.05,-41.35,75,132.0515349136699,254.3791204842959
G19,14,137.95,31.95,15252.294,33.35,30.75,50,99.27953183507738,153.8106309905041
G19,15,37.75,-42.95,179653.45,-39.95,-46.35,75,476.3043336161708,378.61078397662607
G19,15,-48.05,-22.05,601216.88,-11.65,-31.55,75,511.66318344557203,1177.2429064273213
G19,15,-80.85,-45.75,175530.0,-41.65,-49.95,50,358.1207179264285,491.01086046968703
G19,16,-62.05,-43.35,492598.81,-34.15,-50.75,50,496.0811824422908,982.0217209393734
G19,17,-50.75,-19.35,544491.06,-13.15,-25.95,50,721.4506438585694,757.2215679532517
G19,17,133.15,32.35,41001.941,34.95,29.85,75,136.02066752446083,301.7054684813738
G19,18,-33.45,-15.75,1190203.4,-4.14999,-29.65,75,800.2234891293153,1508.5279339862188
G19,18,-81.35,-38.85,19791.826,-37.25,-40.75,100,95.80553241611943,207.0527724872176
G19,18,140.95,-35.35,13990.745,-33.75,-36.75,50,78.74436894936665,177.47380498904326
G19,18,133.65,27.65,41170.594,29.35,25.95,50,204.7193685831955,201.1369789875826
G19,19,-29.65,-8.64999,450118.5,-0.249992,-18.05,50,429.7689776451797,1053.0117161984708
G19,19,-52.05,-38.65,661054.31,-27.25,-48.45,75,524.3098432602958,1254.1482219225734
G19,19,165.65,-43.55,317902.09,-37.95,-50.95,75,420.58818577064255,769.0531549525214
G19,20,-22.45,-23.55,431359.09,-17.05,-31.35,50,513.805156443062,845.9584704477736
G19,20,-70.85,-45.45,57017.816,-43.95,-46.75,75,343.64823084512676,165.64221798977368
G19,21,-19.15,-8.95,259304.3,-4.35,-14.95,50,414.934232466111,627.0741109612866
G19,21,-48.85,-35.65,293664.41,-31.25,-41.55,50,487.214540014063,609.3267304623821
G19,22,-40.35,-21.05,459703.44,-12.55,-28.45,50,488.5179291690473,940.6111664419299
G19,22,-83.95,-46.05,30786.455,-44.55,-47.45,75,179.30906117957633,171.55801148940924
G19,23,-60.05,-40.25,181678.22,-37.05,-43.65,75,466.260778295763,390.44237097589564
G19,24,-88.15,-38.65,47901.832,-37.25,-39.95,50,299.7179275027289,159.7264244901393
G19,24,81.85,-34.95,33289.543,-32.45,-36.55,75,136.53360811283153,242.54753348502555
G19,26,-75.75,-49.05,20488.656,-48.15,-49.85,75,203.53125359846877,100.5684894937914
G19,26,134.05,29.55,56632.352,31.45,27.55,50,245.38961974838506,230.71594648575655
G19,28,-90.65,-45.45,175227.3,-42.45,-49.25,75,438.9714998645945,402.2739579751648
G19,29,-36.65,-10.65,165136.53,-6.85,-16.35,50,295.1346423723675,562.0003824653041
G19,30,-107.65,-46.95,208614.66,-41.65,-51.95,75,341.87362860090076,609.3267304623828
G19,30,135.05,30.05,76075.602,33.95,26.95,75,184.5749137409103,414.10554497443496
G19,31,-73.15,-44.15,431815.28,-35.65,-52.15,75,442.04985047000866,976.1059274397389
G19,32,-46.55,-35.55,435891.69,-22.45,-45.35,50,317.5086494260776,1354.716711416365
G19,32,-17.55,-29.85,40853.145,-27.25,-32.15,75,140.76616205419404,289.8738814821041
G19,33,-44.15,-18.85,394660.03,-11.05,-25.95,50,448.0759598100388,881.453231445582
G19,33,-64.75,-45.85,102740.67,-43.35,-47.85,50,384.3128937005323,266.2107074835651
G20,1,-127.95,-45.75,129019.88,-42.95,-48.65,50,383.1221550248702,337.20022947918216
G20,1,80.25,-36.15,11144.299,-34.35,-37.35,100,62.56277034503215,177.47380498904366
G20,2,-92.95,-43.85,527807.75,-38.55,-47.15,50,1021.4481305755663,508.75824096859105
G20,2,82.85,-35.75,63356.02,-32.05,-38.25,75,171.53669649644218,366.7791969773565
G20,2,75.05,-28.55,40998.527,-26.45,-30.55,75,168.98885558796005,242.54753348502612
G20,2,2.95001,-47.75,54816.77,-45.65,-49.85,50,220.67258667234148,248.4633269846611
G20,2,134.05,33.45,40428.707,36.05,31.35,100,145.8675151332674,278.0422944828343
G20,3,34.55,-46.25,34696.523,-44.55,-48.05,75,167.75237598978455,207.0527724872176
G20,3,-76.35,-40.05,47750.379,-37.25,-42.35,50,157.7433920972184,301.7054684813738
G20,3,-28.25,-12.35,253295.84,-7.05,-17.85,50,397.19254438126575,638.9056979605564
G20,3,-54.45,-39.65,560014.25,-31.05,-48.05,50,558.0900708092272,1005.6848949379125
G20,4,-51.25,-39.15,499940.16,-32.25,-45.75,50,626.1136103181236,798.6321224506953
G20,4,81.25,-35.45,69006.734,-33.35,-37.65,50,271.5076194375524,254.37912048429553
G20,4,-85.25,-36.85,84891.336,-34.55,-38.85,50,333.1455648291602,254.3791204842959
G20,5,63.05,6.45,128906.92,13.35,1.35001,75,182.2644432856017,709.8946283768236
G20,6,-65.05,-46.35,67503.258,-43.15,-48.65,50,205.8581995402412,325.368642479913
G20,6,-95.75,-39.75,237543.03,-33.75,-44.65,50,366.03642531816325,644.8214914601912
G20,7,-58.05,-45.75,179088.72,-40.85,-50.75,50,306.44307259192215,585.663556463843
G20,7,101.15,-6.74999,120046.2,-2.85,-9.64999,50,298.2979343071861,402.2733663958151
G20,8,-85.35,-46.35,26766.123,-44.55,-47.85,50,136.7507790428626,195.22118548794802
G20,8,131.45,32.55,158001.14,36.45,28.45,100,333.75453613410184,473.26347997078267
G20,9,25.55,-44.45,35944.824,-42.55,-46.35,75,159.92610444650253,224.80015298612196
G20,11,-62.95,-42.15,80722.453,-39.35,-44.45,50,266.5918158696076,301.7054684813738
G20,14,-116.05,-40.25,272357.38,-34.55,-45.75,50,411.1111404188699,662.5688719590955
G20,15,134.85,29.85,32368.963,32.05,28.05,75,137.09369264127662,236.63173998539096
G20,17,-67.05,-30.45,30267.727,-28.75,-32.15,75,150.50523584596687,201.1369789875824
G20,20,137.05,34.15,19692.887,35.85,32.65,75,104.1640791826242,189.30539198831323
G20,21,134.15,31.45,41412.508,32.95,29.65,75,211.8221059290189,195.22118548794802
G20,24,-94.45,-30.35,81471.859,-27.95,-32.45,50,305.6539426218917,266.2107074835653
G20,25,-62.35,-37.75,157725.03,-33.75,-42.35,50,311.5782685973762,508.75824096859105
G20,26,132.35,34.65,201181.52,39.15,30.05,75,373.8768344697266,538.337208466765
G20,27,133.55,28.25,111844.26,31.65,24.45,50,262.2665078462329,425.937131973704
G20,29,-17.65,-1.85,28478.758,0.0500031,-3.45,75,137.55358148267692,207.0529558768158
G21,5,-94.05,-36.05,33258.793,-33.75,-37.85,50,136.7191327721799,242.54753348502595
G21,7,135.35,34.75,56468.441,37.25,31.95,50,179.83955640952615,313.5370554806434
G21,9,137.25,33.25,32179.947,35.45,30.95,50,120.84347091717085,266.2107074835651
G21,9,9.05,-0.249992,15682.062,1.05,-1.35,75,110.46075932536466,141.97904399123473
G21,12,132.95,35.55,87416.992,38.35,33.25,50,290.74782940044133,301.7054684813738
G21,14,-75.85,-30.35,13174.062,-28.55,-31.95,75,65.44079573100811,201.13697898758224
G21,26,1.15001,-10.85,533089.81,-3.95,-17.35,50,673.5734937471177,792.7163289510606
G21,27,-93.85,-35.25,14979.731,-33.75,-36.55,75,90.3319723751406,165.64221798977368
G21,28,9.15001,-0.949997,12145.248,0.450005,-2.14999,50,78.967106329824,153.81033520082931
G21,28,-64.25,-39.85,97249.867,-36.65,-42.45,50,282.322556731846,343.11602297881774
G21,33,8.15001,0.550003,69854.07,3.15,-1.74999,100,241.0617333932451,289.87328990275427
G22,2,-38.55,-16.05,438698.69,-8.14999,-24.85,50,446.6535679532836,987.9381060183583
G22,4,-56.15,-37.55,68691.867,-34.95,-39.85,50,236.56851453129167,289.87388148210425
G22,5,-101.45,-14.65,22594.986,-13.35,-16.15,75,136.48443000851103,165.64221798977368
G22,5,-50.15,-38.05,135435.48,-33.95,-42.35,50,273.164029399204,496.9266539693211
G22,6,134.45,32.55,81723.805,35.65,29.25,50,215.724023930796,378.61078397662567
G22,6,-98.25,-17.25,85231.664,-14.55,-19.95,50,266.9039188472618,319.452848980278
G22,11,-73.75,-28.45,6003.1523,-27.75,-29.25,75,67.68509796819684,88.73690249452163
G22,11,8.95001,0.650002,17011.463,1.85001,-0.349998,75,130.71948861135456,130.14793025544515
G22,12,-97.75,-26.45,82959.047,-23.15,-29.65,75,215.76548246616582,384.52657747626085
G22,13,-96.45,-26.15,125277.45,-23.95,-29.65,50,373.78164318241244,337.20022947918255
G22,13,-89.15,-30.95,8772.834,-29.75,-31.95,75,67.34064295838115,130.14745699196496
G22,15,135.95,36.95,73702.086,39.95,33.85,100,204.2007128010337,360.8634034777217
G22,16,-78.85,-21.25,149735.0,-16.25,-27.35,75,229.25088347552335,656.6530784594605
G22,17,-94.05,-24.75,88522.727,-22.25,-26.95,100,318.08511068543316,278.0422944828347
G22,17,7.75,0.0500031,17292.379,1.25001,-1.35,100,112.4356370457554,153.81122256985427
G22,18,-78.45,-31.15,111507.54,-28.55,-33.25,50,400.10631305831924,278.0422944828345
G22,19,6.55,0.850006,89690.648,3.75001,-1.55,75,286.1834843470283,313.5376470599933
G22,22,136.25,34.35,49461.277,37.05,31.95,75,164.28759115407036,301.7054684813738
G22,26,133.95,36.15,68300.641,38.95,33.05,75,195.39944174453242,349.03181647845213
G22,27,-87.15,-29.95,107088.38,-24.75,-33.05,75,216.04375874819783,491.0108604696867
G22,28,-81.15,-32.95,91869.906,-30.45,-35.75,50,293.6150522869603,313.5370554806434
G22,29,-90.85,-28.65,8606.2529,-27.75,-29.65,75,76.60809703488768,112.4000764930608
G22,31,-97.25,-24.95,36630.996,-23.55,-26.15,75,237.98401708302333,153.8106309905041
G22,32,-92.95,-24.65,62791.406,-22.25,-26.95,75,225.8069991408977,278.0422944828347
G23,1,-75.45,-32.55,19312.689,-31.05,-34.05,75,108.83237273055943,177.47380498904326
G23,3,-96.25,-25.45,55769.629,-23.35,-27.35,75,235.5336915428704,236.63173998539116
G23,3,-21.05,-14.65,214482.39,-10.25,-20.35,75,360.5268248306236,597.495143463113
G23,4,-19.05,2.45,438656.06,10.65,-4.64999,50,486.30589513690404,905.1158138647714
G23,11,-95.45,-25.15,69031.781,-23.35,-26.75,75,342.97764305206005,201.1369789875824
G23,11,-70.65,-31.15,85317.844,-27.05,-34.05,50,204.87192056647095,414.1055449744346
G23,12,-72.55,-28.85,15496.356,-27.25,-29.95,75,96.79534199385171,159.7264244901391
G23,14,-74.05,-30.35,56840.961,-27.75,-32.95,50,184.8392184259947,307.6212619810088
G23,14,-24.35,-18.15,336695.78,-11.65,-24.95,50,429.2624442476851,786.8005354514257
G23,14,32.25,-37.95,342217.91,-33.35,-42.15,50,656.2298421681132,520.5898279678606
G23,17,53.45,-40.15,144461.34,-36.05,-43.45,50,328.2987184359876,437.76871897297394
G23,18,-84.25,-32.45,81105.336,-30.65,-34.25,75,380.8950792971733,212.968565986852
G23,19,-80.45,-30.25,88251.492,-27.25,-33.05,75,257.054579542731,343.11602297881717
G23,19,-89.25,-27.25,29787.219,-25.45,-28.65,100,157.08907664866865,189.30539198831283
G23,19,135.65,35.95,63971.496,38.55,33.05,75,196.31581541316888,325.368642479913
G23,20,-75.95,-30.55,82119.258,-28.15,-32.85,50,295.2789296490428,278.0422944828351
G23,20,-97.35,-26.35,46849.289,-24.75,-28.45,50,214.53961898914926,218.8843594864868
G23,20,138.15,36.25,39424.879,37.95,34.25,75,179.8041541807463,218.88435948648717
G23,22,-72.85,-32.65,95848.953,-28.75,-37.15,75,193.70889634945937,496.9266539693215
G23,23,-68.75,-29.75,93120.539,-27.25,-32.85,50,282.0492278020329,331.28443597954794
